Title,trackId,Popularity,Artist,artistId,Top Year,Genre,Speechiness,Acousticness,Liveness,Danceability,Energy,Loudness,Valence,Duration,BPM,ImageURL,SpotifyURL,Release Date
Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,90,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,2020,canadian contemporary r&b,0.0598,0.00146,0.0897,0.514,0.73,-5.934,0.334,200040,171.005,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020
Circles,21jGcNKet2qwijlDFuPiPb,85,Post Malone,246dkjvS1zLTtiykXe5h60,2020,dfw rap,0.0395,0.192,0.0863,0.695,0.762,-3.497,0.553,215280,120.042,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2019
The Box,0nbXyq5TXYPCO7pr3N8S4I,80,Roddy Ricch,757aE44tKEUQEqRuT6GnEB,2020,melodic rap,0.0559,0.104,0.79,0.896,0.586,-6.687,0.642,196653,116.971,https://i.scdn.co/image/ab67616d0000b273600adbc750285ea1a8da249f,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2019
Don't Start Now,6WrI0LAC5M1Rw2MnX2ZvEg,78,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,2020,dance pop,0.0842,0.0125,0.0952,0.794,0.793,-4.521,0.677,183290,123.941,https://i.scdn.co/image/ab67616d0000b2738583df1a14bea9175f9ac520,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2019
ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,79,DaBaby,4r63FhuTkUYltbVAg5TQnk,2020,north carolina hip hop,0.164,0.247,0.101,0.746,0.69,-7.956,0.497,181733,89.977,https://i.scdn.co/image/ab67616d0000b27320e08c8cc23f404d723b5647,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,2020
Adore You,1M4qEo4HE3PRaCOM7EXNJq,6,Harry Styles,6KImCVD70vtIoJWnq6nGn3,2020,pop,0.0483,0.0237,0.102,0.676,0.771,-3.675,0.569,207133,99.048,https://i.scdn.co/image/ab67616d0000b273da715ed2f440e2f409f58d47,https://open.spotify.com/track/1M4qEo4HE3PRaCOM7EXNJq,2019
Life Is Good (feat. Drake),5yY9lUy8nbvjM1Uyo1Uqoc,76,Future,1RyvyyTE3xzB2ZywiAwp0i,2020,atl hip hop,0.481,0.0706,0.152,0.676,0.609,-5.831,0.508,237735,142.037,https://i.scdn.co/image/ab67616d0000b2738a01c7b77a34378a62f46402,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,2020
Memories,2b8fOow8UzyDFAE27YhOZM,31,Maroon 5,04gDigrS5kc9YWfZHwBETP,2020,pop,0.0546,0.837,0.0822,0.764,0.32,-7.209,0.575,189486,91.019,https://i.scdn.co/image/ab67616d0000b273b8c0135a218de2d10a8435f5,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2019
The Bones - with Hozier,1yTTMcUhL7rtz08Dsgb7Qb,69,Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,2020,contemporary country,0.0405,0.286,0.0979,0.561,0.597,-6.0,0.355,197299,76.826,https://i.scdn.co/image/ab67616d0000b27323a1cd02bc99c6e8ad9ed0df,https://open.spotify.com/track/1yTTMcUhL7rtz08Dsgb7Qb,2019
Someone You Loved,3SR9BslseLsuRX2f6la5Gc,4,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,2020,pop,0.032,0.751,0.105,0.501,0.405,-5.679,0.447,182173,109.889,https://i.scdn.co/image/ab67616d0000b273712f8362357ba53c4757011b,https://open.spotify.com/track/3SR9BslseLsuRX2f6la5Gc,2020
Say So,3Dv1eDb0MEgF93GpLXlucZ,78,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,2020,dance pop,0.159,0.264,0.0904,0.787,0.673,-4.583,0.779,237893,110.962,https://i.scdn.co/image/ab67616d0000b27382b243023b937fd579a35533,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2019
I Hope,23T0OX7QOiIUFShSzbJ5Uo,73,Gabby Barrett,6Iz3eq2aQGFf7TbGT2iahL,2020,contemporary country,0.0429,0.0951,0.114,0.466,0.536,-6.227,0.377,210773,75.998,https://i.scdn.co/image/ab67616d0000b27366ffb23d13b04824e04f30d2,https://open.spotify.com/track/23T0OX7QOiIUFShSzbJ5Uo,2020
WHATS POPPIN,1jaTQ3nqY3oAAYyCTbIvnM,77,Jack Harlow,2LIk90788K0zvyj2JJVwkJ,2020,deep underground hip hop,0.245,0.017,0.272,0.923,0.604,-6.671,0.826,139741,145.062,https://i.scdn.co/image/ab67616d0000b27305a448540b069450ccfba889,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,2020
Dance Monkey,2xcfmHXKR5AiUVZreKr7Lt,2,Tones And I,2NjfBq1NflQcKSeiDooVjY,2020,australian pop,0.0937,0.69,0.149,0.824,0.587,-6.401,0.514,209438,98.029,https://i.scdn.co/image/ab67616d0000b273165170d0d0d9f9e93f81aa91,https://open.spotify.com/track/2xcfmHXKR5AiUVZreKr7Lt,2020
Savage,55CHeLEfn5iJ0IIkgaa4si,69,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,2020,dance pop,0.334,0.0252,0.096,0.843,0.741,-5.609,0.68,155497,168.983,https://i.scdn.co/image/ab67616d0000b27320fbc17fcb9376bc76a1b510,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si,2020
ROXANNE,696DnlkuDOXcMAnKlTgXXK,77,Arizona Zervas,0vRvGUQVUjytro0xpb26bs,2020,pop,0.148,0.0522,0.46,0.621,0.601,-5.616,0.457,163636,116.735,https://i.scdn.co/image/ab67616d0000b273069a93617a916760ab88ffea,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2019
Intentions (feat. Quavo),4umIPjkehX1r7uhmGvXiSV,76,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2020,canadian pop,0.0575,0.3,0.102,0.806,0.546,-6.637,0.874,212867,147.986,https://i.scdn.co/image/ab67616d0000b2737fe4a82a08c4f0decbeddbc6,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2020
everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,84,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,2020,art pop,0.0994,0.902,0.106,0.704,0.225,-14.454,0.243,245426,120.006,https://i.scdn.co/image/ab67616d0000b273f2248cf6dad1d6c062587249,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,2019
Roses - Imanbek Remix,2Wo6QQD1KMDWeFkkjLqwx5,58,SAINt JHN,0H39MdGGX6dbnnQPt6NQkZ,2020,melodic rap,0.0506,0.0149,0.285,0.785,0.721,-5.457,0.894,176219,121.962,https://i.scdn.co/image/ab67616d0000b27369450869a3ffaf23bc3898bf,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,2019
Watermelon Sugar,17OkYffr0SdAcpcbwMkDDG,0,Harry Styles,6KImCVD70vtIoJWnq6nGn3,2020,pop,0.0465,0.122,0.335,0.548,0.816,-4.209,0.557,174000,95.39,https://i.scdn.co/image/ab67616d0000b273da715ed2f440e2f409f58d47,https://open.spotify.com/track/17OkYffr0SdAcpcbwMkDDG,2019
Before You Go,6XSbSBzCrJv0C99guObcy6,40,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,2020,pop,0.0573,0.604,0.0885,0.459,0.575,-4.858,0.183,215107,111.881,https://i.scdn.co/image/ab67616d0000b273c1568d95672ce9e0df20fff9,https://open.spotify.com/track/6XSbSBzCrJv0C99guObcy6,2020
Falling,4TnjEaWOeW0eKTKIEvJyCa,6,Trevor Daniel,7uaIm6Pw7xplS8Dy06V6pT,2020,melodic rap,0.0364,0.123,0.0887,0.785,0.431,-8.756,0.236,159382,127.085,https://i.scdn.co/image/ab67616d0000b2730e4bd9ce99988f3182bf771a,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2018
"10,000 Hours (with Justin Bieber)",2wrJq5XKLnmhRXHIAf9xBa,76,Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,2020,contemporary country,0.0259,0.153,0.111,0.654,0.63,-4.644,0.43,167693,89.991,https://i.scdn.co/image/ab67616d0000b27386953b1cbaa29e477db0b479,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2019
WAP (feat. Megan Thee Stallion),4Oun2ylbjFKMPTiaSbbCih,79,Cardi B,4kYSro6naA4h99UJvo89HB,2020,dance pop,0.375,0.0194,0.0824,0.935,0.454,-7.509,0.357,187541,133.073,https://i.scdn.co/image/ab67616d0000b273c450c89d3eb750d3535b0a0c,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,2020
Ballin' (with Roddy Ricch),3QzAOrNlsabgbMwlZt7TAY,78,Mustard,0YinUQ50QDB7ZxSCLyQ40k,2020,cali rap,0.0735,0.392,0.151,0.809,0.545,-6.678,0.244,180435,97.008,https://i.scdn.co/image/ab67616d0000b27393b1e96fad758869d0974162,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,2019
hot girl bummer,2mt1IqcFyY1zmYZT8Q3xw9,4,blackbear,2cFrymmkijnjDg9SS92EPM,2020,pop,0.0767,0.125,0.385,0.782,0.559,-7.106,0.685,188344,129.992,https://i.scdn.co/image/ab67616d0000b2730b7c6d46885f7434c99e6d8b,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9,2020
Blueberry Faygo,6wJYhPfqk3KGhHRG76WzOh,72,Lil Mosey,5zctI4wO9XSKS8XwcnqEHk,2020,melodic rap,0.0383,0.207,0.132,0.774,0.554,-7.909,0.349,162547,99.034,https://i.scdn.co/image/ab67616d0000b273ab3f9995f4f3a83e0591c940,https://open.spotify.com/track/6wJYhPfqk3KGhHRG76WzOh,2020
Heartless,6bnF93Rx87YqUBLSgjiMU8,79,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,2020,canadian contemporary r&b,0.15,0.0236,0.156,0.537,0.746,-5.507,0.252,198267,170.062,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8,2020
BOP,6Ozh9Ok6h4Oi1wUSLtBseN,75,DaBaby,4r63FhuTkUYltbVAg5TQnk,2020,north carolina hip hop,0.367,0.189,0.129,0.769,0.787,-3.909,0.836,159715,126.77,https://i.scdn.co/image/ab67616d0000b273f2b94b2fda4f08836d6371ba,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,2019
Lose You To Love Me,3RKywhObU25JLEypRY6HWx,62,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,2020,dance pop,0.0436,0.556,0.21,0.488,0.343,-8.985,0.0978,206459,102.819,https://i.scdn.co/image/ab67616d0000b27359e699338051e7fec4f2139a,https://open.spotify.com/track/3RKywhObU25JLEypRY6HWx,2020
Good as Hell,3Yh9lZcWyKrK9GjbhuS0hR,62,Lizzo,56oDRnqbIiwx4mymNEv7dS,2020,escape room,0.0875,0.256,0.442,0.682,0.919,-3.18,0.535,159736,95.982,https://i.scdn.co/image/ab67616d0000b273cb4af8530c68c59fa98c4aa8,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR,2016
Toosie Slide,1d2eMMrAuIsw85u3YklKoc,52,Drake,3TVXtAsR1Inumwj472S9r4,2020,canadian hip hop,0.197,0.344,0.114,0.832,0.431,-9.81,0.847,247059,81.597,https://i.scdn.co/image/ab67616d0000b2737e8020b9fc62cf7353ae0995,https://open.spotify.com/track/1d2eMMrAuIsw85u3YklKoc,2020
Break My Heart,73ugwOzmjM8amnGwbHf8Aq,7,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,2020,dance pop,0.0884,0.167,0.349,0.73,0.729,-3.434,0.467,221820,113.011,https://i.scdn.co/image/ab67616d0000b27303ca8672634687a9bcaf514e,https://open.spotify.com/track/73ugwOzmjM8amnGwbHf8Aq,2020
Chasin' You,5MwynWK9s4hlyKHqhkNn4A,79,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,2020,contemporary country,0.0277,0.657,0.11,0.631,0.591,-5.785,0.489,205453,97.074,https://i.scdn.co/image/ab67616d0000b273f9f2dda2df2a695b9bad3440,https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A,2018
Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c,75,Jawsh 685,56mfhUDKa1vec6rSLZV5Eg,2020,nz pop,0.0803,0.234,0.269,0.767,0.481,-8.52,0.761,171375,150.076,https://i.scdn.co/image/ab67616d0000b273e3eb3b8feeafb746ecf659e7,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,2020
No Guidance (feat. Drake),6XHVuErjQ4XNm6nDPVCxVX,79,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,2020,dance pop,0.153,0.123,0.155,0.696,0.454,-6.756,0.136,260640,92.928,https://i.scdn.co/image/ab67616d0000b2739e588b0c2afe8178b2b76231,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,2019
My Oh My (feat. DaBaby),3yOlyBJuViE2YSGn3nVE1K,74,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,2020,dance pop,0.0296,0.018,0.0887,0.724,0.491,-6.024,0.383,170746,105.046,https://i.scdn.co/image/ab67616d0000b2735f53c0dbe5190a0af0fa28f3,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,2019
Dynamite,0t1kP63rueHleOhQkYSXFY,5,BTS,3Nrfpe0tUJi4K4DXYWgMUX,2020,k-pop,0.0993,0.0112,0.0936,0.746,0.765,-4.41,0.737,199054,114.044,https://i.scdn.co/image/ab67616d0000b273755995e9ff2b1b0c753f5eb8,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,2020
Go Crazy,1IIKrJVP1C9N7iPtG6eOsK,77,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,2020,dance pop,0.145,0.316,0.25,0.755,0.578,-8.932,0.581,176960,94.148,https://i.scdn.co/image/ab67616d0000b27363e0ddbb488d0eeec0e738fc,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,2020
High Fashion (feat. Mustard),07KXEDMj78x68D884wgVEm,72,Roddy Ricch,757aE44tKEUQEqRuT6GnEB,2020,melodic rap,0.114,0.269,0.3,0.831,0.499,-8.442,0.511,220487,97.956,https://i.scdn.co/image/ab67616d0000b273600adbc750285ea1a8da249f,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,2019
Laugh Now Cry Later (feat. Lil Durk),2SAqBLGA283SUiwJ3xOUVI,79,Drake,3TVXtAsR1Inumwj472S9r4,2020,canadian hip hop,0.134,0.244,0.107,0.761,0.518,-8.871,0.522,261493,133.976,https://i.scdn.co/image/ab67616d0000b27352c75ed37313b889447011ef,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,2020
Woah,4P1GuhD2Su9jjyRDPdbeUf,52,Lil Baby,5f7VJjfbwm532GiveGC0ZK,2020,atl hip hop,0.248,0.0177,0.179,0.884,0.599,-5.551,0.413,183011,142.978,https://i.scdn.co/image/ab67616d0000b27376a4577dd654bf457a4ad1f8,https://open.spotify.com/track/4P1GuhD2Su9jjyRDPdbeUf,2020
death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,82,Powfu,6bmlMHgSheBauioMgKv2tn,2020,sad rap,0.135,0.731,0.696,0.726,0.431,-8.765,0.348,173333,144.026,https://i.scdn.co/image/ab67616d0000b273bf01fd0986a195d485922167,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020
Señorita,0TK2YIli7K1leLovkQiNik,79,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,2020,canadian pop,0.0287,0.037,0.0945,0.759,0.54,-6.039,0.75,190960,116.947,https://i.scdn.co/image/ab67616d0000b273e6095c382c2853667c1623eb,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,2019
HIGHEST IN THE ROOM,3eekarcy7kvN4yt5ZFzltW,82,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,2020,rap,0.0317,0.0546,0.21,0.598,0.427,-8.764,0.0605,175721,76.469,https://i.scdn.co/image/ab67616d0000b273e42b5fea4ac4c3d6328b622b,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,2019
bad guy (with Justin Bieber),3yNZ5r3LKfdmjoS3gkhUCT,67,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,2020,art pop,0.295,0.252,0.117,0.67,0.453,-11.265,0.68,194840,135.055,https://i.scdn.co/image/ab67616d0000b273a69b8b111a5fb8cb1c97e8eb,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT,2019
Mood (feat. iann dior),3tjFYV6RSFtuktYl3ZtYcq,13,24kGoldn,6fWVd57NKTalqvmjRd2t8Z,2020,cali rap,0.0369,0.221,0.272,0.7,0.722,-3.558,0.756,140526,90.989,https://i.scdn.co/image/ab67616d0000b273ff8c985ecb3b7c5f847be357,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,2020
Rain On Me (with Ariana Grande),24ySl2hOPGCDcxBxFIqWBu,73,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2020,art pop,0.0397,0.021,0.323,0.672,0.855,-3.764,0.646,182200,123.056,https://i.scdn.co/image/ab67616d0000b273c8583f0bd97d3042d4971acf,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu,2020
For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,80,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,2020,brooklyn drill,0.2,0.114,0.193,0.823,0.586,-6.606,0.347,190476,125.971,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,2020
RITMO (Bad Boys For Life),6cy3ki60hLwimwIje7tALf,72,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,2020,dance pop,0.0657,0.0334,0.237,0.721,0.716,-7.037,0.667,221714,104.994,https://i.scdn.co/image/ab67616d0000b2739e57eff8f10bfc9a8dbfe337,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,2019
Heart On Ice,56sxR3i2zr7AtFbgGu12ZD,0,Rod Wave,45TgXXqMDdF8BkjA83OM7z,2020,florida rap,0.102,0.107,0.0786,0.737,0.18,-16.781,0.299,158784,157.928,https://i.scdn.co/image/ab67616d0000b2733cd0b672774007415f48d93e,https://open.spotify.com/track/56sxR3i2zr7AtFbgGu12ZD,2019
Nobody But You (Duet with Gwen Stefani),5M8goiFYynmNxhueYW6grR,64,Blake Shelton,1UTPBmNbXNTittyMJrNkvw,2020,contemporary country,0.0273,0.111,0.172,0.463,0.653,-5.515,0.233,194867,143.912,https://i.scdn.co/image/ab67616d0000b273acf99661b45380007ad598cb,https://open.spotify.com/track/5M8goiFYynmNxhueYW6grR,2019
Trampoline (with ZAYN),1iQDltZqI7BXnHrFy4Qo1k,67,SHAED,3KwmxIhSe9UTSEF37kwngR,2020,electropop,0.0334,0.56,0.137,0.619,0.459,-5.782,0.498,184280,126.803,https://i.scdn.co/image/ab67616d0000b273376ab4e92e92e23191cb4d32,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k,2019
Come & Go (with Marshmello),2Y0wPrPQBrGhoLn14xRYCG,79,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,2020,chicago rap,0.0657,0.0172,0.158,0.625,0.814,-5.181,0.535,205485,144.991,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,2020
Truth Hurts,530ujT8jz9xL32dAZJ9h5R,1,Lizzo,56oDRnqbIiwx4mymNEv7dS,2020,escape room,0.111,0.11,0.123,0.715,0.622,-3.046,0.407,173325,158.088,https://i.scdn.co/image/ab67616d0000b2739061d0f76d89e918e1e265d2,https://open.spotify.com/track/530ujT8jz9xL32dAZJ9h5R,2020
If the World Was Ending (feat. Julia Michaels),2kJwzbxV2ppxnQoYw4GLBZ,77,JP Saxe,66W9LaWS0DPdL7Sz8iYGYe,2020,alt z,0.129,0.866,0.109,0.464,0.473,-10.086,0.604,208687,75.801,https://i.scdn.co/image/ab67616d0000b273dedbec8cca43642f06533476,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,2019
We Paid (feat. 42 Dugg),6gxKUmycQX7uyMwJcweFjp,73,Lil Baby,5f7VJjfbwm532GiveGC0ZK,2020,atl hip hop,0.293,0.135,0.0877,0.926,0.542,-5.064,0.564,181929,135.14,https://i.scdn.co/image/ab67616d0000b27376a4577dd654bf457a4ad1f8,https://open.spotify.com/track/6gxKUmycQX7uyMwJcweFjp,2020
Yummy,16wAOAZ2OkqoIDN7TpChjR,69,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2020,canadian pop,0.0958,0.345,0.118,0.676,0.506,-6.652,0.497,208520,145.842,https://i.scdn.co/image/ab67616d0000b2737fe4a82a08c4f0decbeddbc6,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR,2020
One Man Band,3mfg4z3URdPF6WuPt7Nro9,34,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,2020,contemporary country,0.0347,0.677,0.107,0.706,0.358,-8.331,0.478,186240,75.991,https://i.scdn.co/image/ab67616d0000b273fa29ac8df2f8ad877ef946da,https://open.spotify.com/track/3mfg4z3URdPF6WuPt7Nro9,2020
I Use What I Got,4hkgnYU0F4fRP2fIReRheW,30,Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,2020,contemporary country,0.0479,0.0143,0.104,0.429,0.862,-4.281,0.7,186027,168.023,https://i.scdn.co/image/ab67616d0000b273043aff00db8a57371a66ebbd,https://open.spotify.com/track/4hkgnYU0F4fRP2fIReRheW,2007
Sunday Best,1Cv1YLb4q0RzL6pybtaMLo,75,Surfaces,4ETSs924pXMzjIeD6E9b4u,2020,bedroom soul,0.0578,0.183,0.0714,0.878,0.525,-6.832,0.694,158571,112.022,https://i.scdn.co/image/ab67616d0000b2733667dc27da7b24360d6050d0,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,2019
Godzilla (feat. Juice WRLD),7FIWs0pqAYbP91WWM0vlTQ,82,Eminem,7dGJo4pcD2V6oG8kP0tJRR,2020,detroit hip hop,0.342,0.145,0.292,0.808,0.745,-5.26,0.829,210800,165.995,https://i.scdn.co/image/ab67616d0000b2732f44aec83b20e40f3baef73c,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,2020
Bandit (with YoungBoy Never Broke Again),6Gg1gjgKi2AK4e0qzsR7sd,74,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,2020,chicago rap,0.343,0.0687,0.132,0.474,0.631,-5.884,0.425,189323,180.051,https://i.scdn.co/image/ab67616d0000b2735b4bee4c0dfe7f1ec4b2cc6d,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,2019
Party Girl,5RqR4ZCCKJDcBLIn4sih9l,70,StaySolidRocky,1XLWox9w1Yvbodui0SRhUQ,2020,melodic rap,0.0622,0.749,0.0996,0.728,0.431,-9.966,0.629,147800,130.022,https://i.scdn.co/image/ab67616d0000b273f3fb166b5515fb19b070773c,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l,2020
Die From A Broken Heart,6LhkWY4OmRlc9tCPSuveSW,2,Maddie & Tae,34bhyY8jfKez7uKakMfy4y,2020,contemporary country,0.0357,0.394,0.276,0.6,0.518,-6.662,0.472,188293,75.988,https://i.scdn.co/image/ab67616d0000b273d9290683b6f5a3a12cdc4181,https://open.spotify.com/track/6LhkWY4OmRlc9tCPSuveSW,2020
POPSTAR (feat. Drake),6EDO9iiTtwNv6waLwa1UUq,73,DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,2020,hip hop,0.261,0.057,0.134,0.8,0.56,-4.818,0.45,200221,163.071,https://i.scdn.co/image/ab67616d0000b273efaecb4b9cbae7c120d14617,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq,2020
All I Want for Christmas Is You,0bYg9bo50gSsH3LtXe2SQn,89,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,2020,dance pop,0.0384,0.164,0.0708,0.336,0.627,-7.463,0.35,241107,150.273,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,1994
One Of Them Girls,14GwnOeC9qYEKEA6uOZepa,69,Lee Brice,5Zq7R5qmi58ByYyBQTlNuk,2020,contemporary country,0.0462,0.294,0.107,0.643,0.79,-6.079,0.8,188893,95.987,https://i.scdn.co/image/ab67616d0000b2736a99bcdc692c0dbd7ef7c578,https://open.spotify.com/track/14GwnOeC9qYEKEA6uOZepa,2020
Hard To Forget,10xuH52YSXHWFwCaF1fsDd,63,Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,2020,contemporary country,0.045,0.23,0.57,0.689,0.689,-5.517,0.664,204760,130.069,https://i.scdn.co/image/ab67616d0000b273b5529363386deb522a4f586c,https://open.spotify.com/track/10xuH52YSXHWFwCaF1fsDd,2020
One Margarita,1Y3TlYJNhIa7k4YAvFkJAB,63,Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,2020,contemporary country,0.0464,0.0969,0.169,0.641,0.842,-4.872,0.738,193427,89.997,https://i.scdn.co/image/ab67616d0000b2734768480cf7c817b1f2d12113,https://open.spotify.com/track/1Y3TlYJNhIa7k4YAvFkJAB,2020
Panini,1000nHvUdawXuUHgBod4Wv,71,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,2020,lgbtq+ hip hop,0.0752,0.342,0.123,0.703,0.594,-6.146,0.475,114893,153.848,https://i.scdn.co/image/ab67616d0000b273de048a43d03fb53a466c1c9f,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv,2019
Hot (feat. Gunna),5Z8HZM6iQMhhqyPcCGY5g9,70,Young Thug,50co4Is1HCEo8bhOyUWKpn,2020,atl hip hop,0.235,0.063,0.0772,0.855,0.651,-8.044,0.559,193027,111.997,https://i.scdn.co/image/ab67616d0000b2736fcd1b6e205d0d19d9efa0cc,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9,2019
I Hope You’re Happy Now,0eC5KRVUpUdfErb17JJRBe,1,Carly Pearce,4sIl4BTo9l9KqEi0Y3RE72,2020,contemporary country,0.0365,0.168,0.142,0.591,0.814,-4.725,0.313,198689,118.036,https://i.scdn.co/image/ab67616d0000b273d9290683b6f5a3a12cdc4181,https://open.spotify.com/track/0eC5KRVUpUdfErb17JJRBe,2020
Emotionally Scarred,1e6X2qYc7A2CWUpy9ttGS7,8,Lil Baby,5f7VJjfbwm532GiveGC0ZK,2020,atl hip hop,0.133,0.0286,0.316,0.585,0.641,-4.269,0.266,197530,88.284,https://i.scdn.co/image/ab67616d0000b273c630eb8e6e70a2a31266dde9,https://open.spotify.com/track/1e6X2qYc7A2CWUpy9ttGS7,2020
Suicidal,1iSqfoUFnQwV0QW1EfUit8,74,YNW Melly,1cNDP5yjU5vjeR8qMf4grg,2020,melodic rap,0.0688,0.334,0.126,0.735,0.369,-9.682,0.235,222997,140.004,https://i.scdn.co/image/ab67616d0000b2730f47d89f02cd58a168b8193e,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,2019
